,Temporada,round,game_id,date,fixture,team_id,team_name,team_possession,opponent_possession,place,defensive_height,high_recoveries_pct,PPDA,fouls_in_attacking_half_pct,defensive_intensity,avg_time_to_defensive_action,counter_press_Success_Rate_%,transition_vulnerability_index,opposition_final_third_entries_10s,opposition_box_entries_10s,time_to_progression_seconds,first_pass_forward_pct,final_third_entries_10s_pct,box_entries_10s_pct,retained_possessions_5s_pct,long_ball_%,buildup_%,progressive_passes_%,crosses_per_final_third_entry,dribbles_per_final_third_entry,box_entries_from_crosses,box_entries_from_carries,sustained_attacks,direct_attack,shots_per_final_third_pass,shots_outside_box
10,2024,1,1806861,2024-04-14,Atletico GO 1 x 2 Flamengo,1239,Flamengo,55.74,44.26,Fora,33.568831168831174,7.69,6.5,44.44,53,52.84375,38.46153846153847,0.162,8,2.0,13.8,60.23,28.57,0.0,0.6153846153846154,7.89,100.0,12.41,0.235,0.059,6.67,13.89,42.86,42.86,0.07216494845360824,57.14
11,2024,1,1806861,2024-04-14,Atletico GO 1 x 2 Flamengo,6368,Atletico GO,44.26,55.74,Casa,31.904878048780485,8.33,13.447368421052632,37.5,74,49.38095238095238,0.0,0.175,9,5.0,16.26,65.22,27.78,33.33,0.75,10.71,33.33,25.0,0.394,0.061,13.73,22.22,0.0,100.0,0.10810810810810811,50.0
12,2024,1,1806909,2024-04-14,Cruzeiro 3 x 2 Botafogo RJ,1230,Cruzeiro,54.49,45.51,Casa,38.998765432098764,6.9,7.933333333333334,100.0,51,50.98275862068966,50.0,0.095,4,2.0,12.12,61.86,15.79,40.0,0.7586206896551724,10.89,100.0,17.26,0.375,0.018,3.42,22.92,16.67,41.67,0.12,33.33
13,2024,1,1806909,2024-04-14,Cruzeiro 3 x 2 Botafogo RJ,1227,Botafogo RJ,45.51,54.49,Fora,26.778160919540227,5.88,10.045454545454545,100.0,54,50.6031746031746,25.0,0.173,16,15.0,10.97,64.56,14.29,33.33,0.4117647058823529,10.39,71.43,8.61,0.152,0.03,4.65,22.22,20.0,60.0,0.10416666666666667,60.0
14,2024,1,1806911,2024-04-14,Vitoria 0 x 1 Palmeiras,1234,Palmeiras,54.06,45.94,Fora,40.77747747747748,6.67,7.180327868852459,25.0,89,36.27835051546392,25.0,0.078,7,4.0,13.91,68.54,21.21,16.67,0.6666666666666666,8.17,75.0,16.46,0.263,0.053,8.06,30.43,40.0,40.0,0.07142857142857142,60.0
15,2024,1,1806911,2024-04-14,Vitoria 0 x 1 Palmeiras,1238,Vitoria,45.94,54.06,Casa,33.52735849056604,5.88,6.82,25.0,72,45.548780487804876,62.5,0.151,15,6.0,11.55,65.09,24.0,44.44,0.5,6.15,70.0,11.07,0.327,0.041,6.67,24.14,44.44,22.22,0.13846153846153847,55.56
16,2024,1,1806913,2024-04-14,Fluminense 2 x 2 Red Bull Bragantino,5438,Red Bull Bragantino,28.87,71.13,Fora,31.525641025641026,15.38,9.540983606557377,66.67,87,44.56989247311828,25.0,0.106,25,15.0,11.25,68.92,16.67,46.67,0.4358974358974359,13.22,60.0,20.0,0.41,0.026,7.59,14.29,9.09,45.45,0.16417910447761194,36.36
17,2024,1,1806913,2024-04-14,Fluminense 2 x 2 Red Bull Bragantino,1232,Fluminense,71.13,28.87,Casa,30.343298969072166,0.0,6.846153846153846,60.0,66,33.73170731707317,56.25,0.145,13,4.0,12.35,54.89,19.05,75.0,0.72,5.93,100.0,18.26,0.438,0.047,5.76,23.21,53.33,33.33,0.1048951048951049,66.67
18,2024,1,1806914,2024-04-14,Vasco da Gama 2 x 1 Gremio,1226,Vasco da Gama,53.06,46.94,Casa,33.090090090090094,2.7,8.934426229508198,60.0,84,40.913978494623656,35.714285714285715,0.163,9,3.0,12.57,63.54,11.11,30.0,0.6486486486486487,8.54,75.0,12.78,0.429,0.024,8.86,14.29,22.22,55.56,0.10714285714285714,33.33
19,2024,1,1806914,2024-04-14,Vasco da Gama 2 x 1 Gremio,1244,Gremio,46.94,53.06,Fora,37.99120879120879,6.9,9.979591836734693,60.0,52,43.06349206349206,25.0,0.125,11,6.0,11.19,68.81,22.73,14.29,0.6206896551724138,3.46,66.67,13.23,0.148,0.037,4.29,20.0,14.29,42.86,0.06306306306306306,28.57
20,2024,2,1806863,2024-04-17,Gremio 2 x 0 Athletico Paranaense,1243,Athletico Paranaense,52.74,47.26,Fora,29.284536082474226,7.41,12.675675675675675,100.0,73,35.32,37.5,0.135,7,2.0,8.05,60.58,9.09,60.0,0.5925925925925926,7.69,60.0,14.34,0.229,0.0,0.0,16.67,75.0,0.0,0.046511627906976744,75.0
21,2024,2,1806863,2024-04-17,Gremio 2 x 0 Athletico Paranaense,1244,Gremio,47.26,52.74,Casa,32.03627450980392,6.67,13.131578947368421,100.0,71,46.2125,14.285714285714285,0.12,11,4.0,8.79,75.51,26.09,0.0,0.7,7.71,50.0,15.14,0.205,0.023,1.16,18.92,0.0,28.57,0.18421052631578946,71.43
22,2024,2,1806864,2024-04-17,Bahia 2 x 1 Fluminense,1232,Fluminense,58.54,41.46,Fora,33.564893617021276,8.0,6.142857142857143,44.44,66,31.473684210526315,40.0,0.118,15,7.0,10.85,63.55,10.0,40.0,0.72,3.85,75.0,11.11,0.296,0.0,7.41,20.0,25.0,75.0,0.05128205128205128,50.0
23,2024,2,1806864,2024-04-17,Bahia 2 x 1 Fluminense,1221,Bahia,41.46,58.54,Casa,40.77355371900827,16.22,8.140845070422536,44.44,82,43.633663366336634,26.31578947368421,0.065,9,2.0,7.89,64.0,43.48,21.43,0.6216216216216216,6.31,50.0,12.64,0.318,0.091,4.65,20.0,0.0,71.43,0.06306306306306306,28.57
24,2024,2,1806919,2024-04-17,Red Bull Bragantino 2 x 1 Vasco da Gama,1226,Vasco da Gama,55.61,44.39,Fora,31.23867924528302,3.85,6.258620689655173,50.0,81,41.010989010989015,33.33333333333333,0.16,14,4.0,12.97,65.52,25.0,16.67,0.6538461538461539,10.71,77.78,16.53,0.436,0.051,12.22,14.63,28.57,14.29,0.07142857142857142,28.57
25,2024,2,1806919,2024-04-17,Red Bull Bragantino 2 x 1 Vasco da Gama,5438,Red Bull Bragantino,44.39,55.61,Casa,32.11043478260869,12.9,10.916666666666666,50.0,89,37.51485148514851,0.0,0.095,18,7.0,10.28,70.21,14.29,40.0,0.6774193548387096,11.2,57.14,17.65,0.271,0.021,5.81,16.67,25.0,50.0,0.11267605633802817,87.5
26,2024,2,1806857,2024-04-18,Atletico MG 1 x 1 Criciuma,1235,Atletico MG,68.28,31.72,Casa,38.58846153846154,11.43,6.066666666666666,42.86,69,43.053333333333335,58.333333333333336,0.149,8,1.0,14.92,54.92,13.04,25.0,0.7714285714285715,6.75,100.0,14.99,0.247,0.034,4.2,16.67,22.22,33.33,0.1,83.33
27,2024,2,1806857,2024-04-18,Atletico MG 1 x 1 Criciuma,2066,Criciuma,31.72,68.28,Fora,29.550467289719627,10.71,17.674418604651162,42.86,76,48.30952380952381,36.36363636363637,0.082,21,11.0,10.86,70.0,13.04,0.0,0.6071428571428571,11.74,66.67,20.99,0.18,0.0,5.0,10.0,0.0,66.67,0.04225352112676056,33.33
28,2024,2,1806865,2024-04-18,Flamengo 2 x 1 Sao Paulo,1224,Sao Paulo,49.6,50.4,Fora,35.49285714285714,0.0,6.753846153846154,60.0,71,39.976190476190474,50.0,0.093,13,13.0,14.12,48.35,12.0,0.0,0.5882352941176471,6.75,80.0,11.16,0.302,0.047,9.3,14.29,33.33,33.33,0.12244897959183673,50.0
29,2024,2,1806865,2024-04-18,Flamengo 2 x 1 Sao Paulo,1239,Flamengo,50.4,49.6,Casa,41.63814432989691,15.15,8.180327868852459,60.0,70,41.28235294117647,50.0,0.068,9,2.0,10.47,50.0,6.25,35.29,0.5454545454545454,13.14,0.0,8.7,0.189,0.054,4.17,33.33,0.0,70.0,0.1724137931034483,50.0
30,2024,2,1806867,2024-04-18,Palmeiras 0 x 1 Internacional,1219,Internacional,36.03,63.97,Fora,30.42892561983471,3.7,8.476190476190476,62.5,90,46.71287128712871,25.0,0.155,14,8.0,10.19,67.05,20.83,33.33,0.5925925925925926,12.32,55.56,15.33,0.056,0.028,2.56,35.0,0.0,33.33,0.08333333333333333,33.33
31,2024,2,1806867,2024-04-18,Palmeiras 0 x 1 Internacional,1234,Palmeiras,63.97,36.03,Casa,41.05824175824176,3.03,4.919354838709677,62.5,66,34.7710843373494,38.88888888888889,0.15,7,3.0,11.46,60.55,8.33,44.44,0.6666666666666666,9.62,100.0,19.62,0.291,0.101,6.48,15.09,57.14,28.57,0.06481481481481481,14.29
32,2024,2,1806869,2024-04-18,Juventude 2 x 0 Corinthians,1220,Juventude,44.9,55.1,Casa,34.42357723577236,8.11,8.868852459016393,25.0,87,35.32258064516129,35.714285714285715,0.173,24,9.0,7.37,66.33,30.77,36.36,0.6486486486486487,6.04,60.0,12.5,0.25,0.0,5.08,20.69,23.08,23.08,0.22033898305084745,61.54
33,2024,2,1806869,2024-04-18,Juventude 2 x 0 Corinthians,1237,Corinthians,55.1,44.9,Fora,41.34526315789474,14.71,9.170212765957446,25.0,69,31.27710843373494,46.15384615384615,0.134,12,8.0,9.3,56.49,27.78,31.25,0.5588235294117647,8.56,100.0,15.65,0.344,0.031,8.54,21.21,30.77,30.77,0.1566265060240964,46.15
34,2024,2,1806921,2024-04-18,Fortaleza 1 x 1 Cruzeiro,1230,Cruzeiro,52.85,47.15,Fora,34.76067415730337,17.39,7.72093023255814,60.0,63,41.54929577464789,58.333333333333336,0.132,12,4.0,10.47,65.35,11.76,66.67,0.4782608695652174,6.29,100.0,16.92,0.242,0.016,3.8,21.62,10.0,60.0,0.09090909090909091,60.0
35,2024,2,1806921,2024-04-18,Fortaleza 1 x 1 Cruzeiro,2065,Fortaleza,47.15,52.85,Casa,35.96989247311828,3.23,11.333333333333334,60.0,81,45.53409090909091,14.285714285714285,0.071,14,12.0,18.2,75.95,30.77,0.0,0.6774193548387096,12.24,50.0,20.36,0.288,0.038,7.58,25.93,12.5,62.5,0.11940298507462686,50.0
36,2024,2,1806866,2024-04-19,Botafogo RJ 1 x 0 Atletico GO,1227,Botafogo RJ,57.51,42.49,Casa,27.488983050847455,0.0,9.847826086956522,62.5,80,49.02325581395349,40.0,0.089,6,3.0,12.68,60.4,29.63,60.0,0.6875,10.1,100.0,9.92,0.333,0.044,9.33,21.43,10.0,40.0,0.11363636363636363,50.0
37,2024,2,1806866,2024-04-19,Botafogo RJ 1 x 0 Atletico GO,6368,Atletico GO,42.49,57.51,Fora,37.99784946236559,7.41,10.553191489361701,62.5,75,40.096385542168676,10.0,0.157,13,8.0,10.34,71.58,35.0,14.29,0.5185185185185185,9.12,75.0,20.52,0.317,0.032,5.71,16.67,40.0,40.0,0.06097560975609756,60.0
38,2024,2,1806838,2024-04-20,Fluminense 2 x 1 Vasco da Gama,1232,Fluminense,58.85,41.15,Casa,40.67378640776699,8.33,7.578947368421052,37.5,73,33.91860465116279,62.96296296296296,0.147,7,2.0,13.21,69.37,21.05,17.65,0.6111111111111112,5.65,70.0,11.26,0.227,0.061,4.0,42.86,22.22,33.33,0.09278350515463918,33.33
39,2024,2,1806838,2024-04-20,Fluminense 2 x 1 Vasco da Gama,1226,Vasco da Gama,41.15,58.85,Fora,35.683928571428574,4.88,9.09375,37.5,92,38.77450980392157,14.285714285714285,0.069,14,6.0,9.52,76.64,16.67,9.09,0.5365853658536586,10.0,75.0,16.58,0.4,0.018,13.64,24.14,0.0,55.56,0.1125,22.22
40,2024,3,1806841,2024-04-20,Red Bull Bragantino 1 x 0 Corinthians,1237,Corinthians,57.74,42.26,Fora,36.086666666666666,3.12,5.350877192982456,66.67,69,36.892857142857146,50.0,0.16,11,3.0,10.36,66.39,20.0,42.86,0.71875,9.58,75.0,15.33,0.39,0.085,4.35,12.5,27.27,45.45,0.14864864864864866,36.36
41,2024,3,1806841,2024-04-20,Red Bull Bragantino 1 x 0 Corinthians,5438,Red Bull Bragantino,42.26,57.74,Casa,32.94455445544555,12.5,10.843137254901961,66.67,79,49.2093023255814,9.090909090909092,0.132,16,8.0,11.46,75.32,23.81,27.27,0.53125,19.43,40.0,21.6,0.125,0.021,0.0,25.0,0.0,75.0,0.13333333333333333,87.5
42,2024,3,1806923,2024-04-20,Gremio 1 x 0 Cuiaba,8938,Cuiaba,41.0,59.0,Fora,28.06279069767442,0.0,14.575,25.0,63,57.42028985507246,16.666666666666664,0.186,14,3.0,14.21,66.67,8.0,0.0,0.5,9.83,66.67,15.18,0.34,0.043,6.85,15.79,25.0,37.5,0.12121212121212122,37.5
43,2024,3,1806923,2024-04-20,Gremio 1 x 0 Cuiaba,1244,Gremio,59.0,41.0,Casa,31.516129032258064,0.0,11.333333333333334,33.33,69,42.35616438356164,55.55555555555556,0.156,7,3.0,9.75,49.52,33.33,0.0,0.6521739130434783,6.6,66.67,15.94,0.165,0.013,1.06,36.59,71.43,14.29,0.047619047619047616,57.14
44,2024,3,1806837,2024-04-21,Vitoria 2 x 2 Bahia,1221,Bahia,57.55,42.45,Fora,35.82325581395349,0.0,9.738095238095237,0.0,63,33.68493150684932,50.0,0.102,8,4.0,16.7,62.07,9.09,0.0,0.72,5.85,100.0,16.56,0.26,0.039,3.77,18.6,21.05,36.84,0.1743119266055046,57.89
45,2024,3,1806837,2024-04-21,Vitoria 2 x 2 Bahia,1238,Vitoria,42.45,57.55,Casa,30.79009009009009,4.65,10.788461538461538,16.67,84,42.70652173913044,11.76470588235294,0.085,18,8.0,11.29,70.97,17.14,25.0,0.4418604651162791,5.18,66.67,12.68,0.222,0.037,8.0,21.43,33.33,33.33,0.13953488372093023,50.0
46,2024,3,1806839,2024-04-21,Botafogo RJ 5 x 1 Juventude,1227,Botafogo RJ,53.09,46.91,Casa,33.7990291262136,13.79,7.526315789473684,40.0,80,46.29761904761905,41.17647058823529,0.104,9,0.0,10.65,57.78,17.65,41.67,0.7586206896551724,8.64,66.67,19.37,0.308,0.058,8.43,9.68,22.22,55.56,0.10465116279069768,33.33
47,2024,3,1806839,2024-04-21,Botafogo RJ 5 x 1 Juventude,1220,Juventude,46.91,53.09,Fora,36.37096774193548,3.23,9.175438596491228,40.0,60,38.46153846153846,15.384615384615385,0.151,15,5.0,12.63,61.96,8.0,0.0,0.5483870967741935,9.67,50.0,14.35,0.282,0.103,3.28,30.77,12.5,50.0,0.13333333333333333,50.0
48,2024,3,1806840,2024-04-21,Palmeiras 0 x 0 Flamengo,1234,Palmeiras,49.98,50.02,Casa,39.28068181818182,0.0,6.666666666666667,16.67,66,40.64383561643836,16.666666666666664,0.156,9,3.0,8.1,63.95,30.0,22.22,0.6206896551724138,17.36,40.0,22.49,0.231,0.019,5.36,20.0,14.29,71.43,0.1320754716981132,71.43
49,2024,3,1806840,2024-04-21,Palmeiras 0 x 0 Flamengo,1239,Flamengo,50.02,49.98,Fora,35.685148514851484,7.41,6.5,16.67,69,37.71590909090909,27.77777777777778,0.171,7,3.0,11.94,62.89,22.73,40.0,0.5925925925925926,9.27,33.33,17.47,0.184,0.105,0.0,10.0,0.0,50.0,0.08333333333333333,50.0
50,2024,3,1806842,2024-04-21,Athletico Paranaense 1 x 0 Internacional,1243,Athletico Paranaense,45.6,54.4,Casa,37.996703296703295,10.0,8.622641509433961,44.44,77,41.92941176470588,26.666666666666668,0.186,11,4.0,13.14,70.24,23.81,55.56,0.6666666666666666,12.63,33.33,16.67,0.179,0.107,5.08,7.14,0.0,71.43,0.10144927536231885,57.14
51,2024,3,1806842,2024-04-21,Athletico Paranaense 1 x 0 Internacional,1219,Internacional,54.4,45.6,Fora,32.29509803921569,3.45,6.807017543859649,44.44,72,37.592592592592595,44.44444444444444,0.192,10,3.0,9.07,63.54,16.67,0.0,0.6896551724137931,9.16,100.0,21.61,0.176,0.029,4.23,15.15,31.25,43.75,0.16,62.5
52,2024,3,1806843,2024-04-21,Atletico GO 0 x 3 Sao Paulo,6368,Atletico GO,42.32,57.68,Casa,30.328048780487805,8.0,20.5625,42.86,68,38.067567567567565,50.0,0.145,14,6.0,12.12,74.03,10.53,16.67,0.64,13.55,66.67,12.43,0.316,0.053,7.69,10.71,60.0,20.0,0.10204081632653061,80.0
53,2024,3,1806843,2024-04-21,Atletico GO 0 x 3 Sao Paulo,1224,Sao Paulo,57.68,42.32,Fora,35.586915887850466,9.09,8.547619047619047,42.86,84,44.09473684210526,53.333333333333336,0.101,5,0.0,10.97,61.46,17.39,30.0,0.696969696969697,7.67,100.0,17.54,0.165,0.044,3.6,11.67,33.33,33.33,0.06382978723404255,41.67
54,2024,3,1806847,2024-04-21,Atletico MG 3 x 0 Cruzeiro,1230,Cruzeiro,44.1,55.9,Fora,39.69787234042553,18.18,11.339622641509434,50.0,71,49.59756097560975,9.090909090909092,0.151,10,6.0,13.77,61.62,10.53,35.71,0.5151515151515151,4.79,100.0,11.15,0.227,0.03,1.47,12.82,14.29,71.43,0.05785123966942149,57.14
55,2024,3,1806847,2024-04-21,Atletico MG 3 x 0 Cruzeiro,1235,Atletico MG,55.9,44.1,Casa,29.778571428571432,0.0,7.484375,50.0,53,47.97014925373134,30.76923076923077,0.097,10,4.0,14.69,63.21,20.0,50.0,0.5454545454545454,10.02,50.0,15.22,0.322,0.034,5.48,12.9,40.0,40.0,0.05102040816326531,20.0
56,2024,3,1806849,2024-04-27,Vasco da Gama 0 x 4 Criciuma,2066,Criciuma,45.14,54.86,Fora,27.13243243243243,0.0,15.297297297297296,0.0,85,38.52173913043478,66.66666666666666,0.143,21,10.0,9.32,63.44,15.38,25.0,0.43333333333333335,8.71,69.23,16.43,0.157,0.039,6.82,13.04,30.77,61.54,0.16666666666666666,46.15
57,2024,3,1806849,2024-04-27,Vasco da Gama 0 x 4 Criciuma,1226,Vasco da Gama,54.86,45.14,Casa,43.1025,16.0,9.28888888888889,0.0,61,38.646153846153844,41.17647058823529,0.163,5,0.0,13.32,57.84,21.43,36.36,0.64,8.23,100.0,16.36,0.324,0.014,7.14,13.33,20.0,30.0,0.08547008547008547,40.0
58,2024,3,1806853,2024-04-27,Cuiaba 0 x 3 Atletico MG,8938,Cuiaba,38.6,61.4,Casa,28.722619047619045,8.0,11.98076923076923,25.0,53,47.6,9.090909090909092,0.135,17,11.0,13.9,60.61,11.76,0.0,0.52,9.52,25.0,11.18,0.162,0.054,10.53,0.0,100.0,0.0,0.034482758620689655,0.0
59,2024,3,1806853,2024-04-27,Cuiaba 0 x 3 Atletico MG,1235,Atletico MG,61.4,38.6,Fora,36.6,8.0,7.0,33.33,62,58.5,40.0,0.07,1,0.0,15.71,55.43,10.53,16.67,0.64,8.78,100.0,20.18,0.286,0.036,6.86,2.63,55.56,44.44,0.06338028169014084,22.22
60,2024,4,1806836,2024-04-28,Bahia 1 x 0 Gremio,1244,Gremio,38.98,61.02,Fora,34.78019801980198,2.7,11.220338983050848,37.5,72,43.064935064935064,15.384615384615385,0.131,17,7.0,8.41,69.89,14.29,0.0,0.4864864864864865,6.43,50.0,11.68,0.077,0.051,0.0,15.38,0.0,50.0,0.044444444444444446,50.0
61,2024,4,1806836,2024-04-28,Bahia 1 x 0 Gremio,1221,Bahia,61.02,38.98,Casa,38.86106194690266,10.53,7.807017543859649,37.5,79,38.12643678160919,27.27272727272727,0.151,7,2.0,13.29,59.05,25.81,28.57,0.7368421052631579,3.85,0.0,11.63,0.191,0.074,7.14,17.5,23.08,30.77,0.09219858156028368,38.46
62,2024,4,1806846,2024-04-28,Cruzeiro 3 x 1 Vitoria,1238,Vitoria,40.99,59.01,Fora,29.955555555555556,8.0,12.357142857142858,50.0,66,39.72222222222222,37.5,0.156,21,13.0,9.82,62.5,19.05,0.0,0.52,6.15,50.0,18.22,0.326,0.043,9.8,14.81,50.0,50.0,0.0784313725490196,100.0
63,2024,4,1806846,2024-04-28,Cruzeiro 3 x 1 Vitoria,1230,Cruzeiro,59.01,40.99,Casa,39.179611650485434,19.51,8.38888888888889,50.0,74,37.04054054054054,21.052631578947366,0.092,6,1.0,11.1,65.38,20.69,25.0,0.7560975609756098,7.93,60.0,16.93,0.342,0.013,7.34,17.39,36.36,18.18,0.08029197080291971,54.55
64,2024,4,1806848,2024-04-28,Flamengo 0 x 2 Botafogo RJ,1239,Flamengo,57.18,42.82,Casa,39.621874999999996,17.24,6.614035087719298,60.0,64,49.973684210526315,52.38095238095239,0.156,8,2.0,13.31,58.12,0.0,30.77,0.6206896551724138,5.38,100.0,18.75,0.379,0.011,6.87,22.22,36.36,18.18,0.08208955223880597,36.36
65,2024,4,1806848,2024-04-28,Flamengo 0 x 2 Botafogo RJ,1227,Botafogo RJ,42.82,57.18,Fora,24.859139784946237,0.0,11.893617021276595,60.0,67,41.273972602739725,36.36363636363637,0.183,19,12.0,12.59,72.5,12.0,0.0,0.4230769230769231,7.31,77.78,13.87,0.226,0.0,0.0,17.39,22.22,33.33,0.16666666666666666,55.56
66,2024,4,1806850,2024-04-28,Corinthians 3 x 0 Fluminense,1232,Fluminense,62.68,37.32,Fora,34.63333333333333,11.11,5.333333333333333,60.0,52,37.8955223880597,70.83333333333334,0.24,6,0.0,11.7,58.93,5.56,0.0,0.8148148148148148,4.62,100.0,8.13,0.25,0.045,0.0,5.71,20.0,30.0,0.07462686567164178,90.0
67,2024,4,1806850,2024-04-28,Corinthians 3 x 0 Fluminense,1237,Corinthians,37.32,62.68,Casa,40.44939759036145,17.24,13.34,60.0,58,49.02985074626866,0.0,0.045,14,6.0,15.52,57.53,25.0,46.15,0.4827586206896552,9.4,80.0,15.48,0.282,0.026,8.51,38.1,0.0,69.23,0.34210526315789475,69.23
68,2024,4,1806852,2024-04-28,Fortaleza 1 x 1 Red Bull Bragantino,2065,Fortaleza,44.24,55.76,Casa,33.7972972972973,2.56,8.851851851851851,0.0,90,35.39784946236559,13.333333333333334,0.071,14,7.0,8.41,69.31,34.38,28.57,0.5897435897435898,14.34,66.67,22.92,0.27,0.0,6.38,39.02,25.0,37.5,0.1702127659574468,25.0
69,2024,4,1806852,2024-04-28,Fortaleza 1 x 1 Red Bull Bragantino,5438,Red Bull Bragantino,55.76,44.24,Fora,29.760396039603958,6.25,9.68421052631579,0.0,78,34.857142857142854,50.0,0.151,16,6.0,11.97,61.68,9.09,10.0,0.53125,11.05,62.5,13.36,0.186,0.034,6.78,21.05,0.0,40.0,0.07142857142857142,20.0
70,2024,4,1806907,2024-04-28,Juventude 1 x 1 Athletico Paranaense,1220,Juventude,55.2,44.8,Casa,34.50630630630631,6.25,7.086206896551724,75.0,75,32.40229885057471,77.77777777777779,0.149,16,10.0,14.94,69.11,16.0,14.29,0.625,6.8,60.0,21.16,0.392,0.02,6.25,31.25,18.18,27.27,0.13414634146341464,36.36
71,2024,4,1806907,2024-04-28,Juventude 1 x 1 Athletico Paranaense,1243,Athletico Paranaense,44.8,55.2,Fora,36.842982456140355,25.0,9.127272727272727,75.0,88,35.28125,9.090909090909092,0.167,18,12.0,9.97,68.48,23.53,36.36,0.5,9.0,60.0,17.33,0.278,0.037,8.57,12.12,0.0,66.67,0.125,55.56
72,2024,4,1806845,2024-04-29,Internacional 1 x 1 Atletico GO,1219,Internacional,73.68,26.32,Casa,41.829032258064515,5.13,6.295454545454546,50.0,77,32.05813953488372,26.31578947368421,0.139,3,1.0,14.15,66.15,15.38,30.77,0.6153846153846154,7.04,100.0,12.34,0.35,0.019,7.33,16.9,42.86,14.29,0.07368421052631578,28.57
